Nr.   Classes Functions      NCSS  Javadocs Package
 66        21        65       776        14 org.gradle.api.internal.changedetection.state
 67         8        37       323        12 org.gradle.api.internal.classpath
 68         2         4        43         2 org.gradle.api.internal.coerce
 69         5        39       226         1 org.gradle.api.internal.collections
 70         7        11        69         0 org.gradle.api.internal.component
 71        30       227      1183        12 org.gradle.api.internal.file
 72         2         5        19         1 org.gradle.api.internal.file.ant
 73         4        13       327         0 org.gradle.api.internal.file.archive
 74         4        14        95         2 org.gradle.api.internal.file.archive.compression
 75        27       150       900        37 org.gradle.api.internal.file.collections
 76        33       261      1320         8 org.gradle.api.internal.file.copy
 77        11        31       187         6 org.gradle.api.internal.file.pattern
 78         1         2        18         0 org.gradle.api.internal.filestore.ivy
 79         2         2        10         0 org.gradle.api.internal.hash
 80        12        66       359         8 org.gradle.api.internal.initialization
 81         2         6        50         1 org.gradle.api.internal.java
 82         3        26        94         0 org.gradle.api.internal.jvm
 83         9        25       197         1 org.gradle.api.internal.notations
 84        25       132       838         6 org.gradle.api.internal.plugins
 85         4        42       367         1 org.gradle.api.internal.plugins.osgi
 86        17       222       881         8 org.gradle.api.internal.project
 87         2        20        86         0 org.gradle.api.internal.project.ant
 88        15        49       585        11 org.gradle.api.internal.project.taskfactory
 89         7        32       172         1 org.gradle.api.internal.resources
 90         2         3        20         2 org.gradle.api.internal.specs
 91        26       170       951        10 org.gradle.api.internal.tasks
 92        30       119       810         8 org.gradle.api.internal.tasks.compile
 93        14        52       358         4 org.gradle.api.internal.tasks.compile.daemon
 94        11        24       301         0 org.gradle.api.internal.tasks.compile.incremental
 95        10        25       157         1 org.gradle.api.internal.tasks.compile.incremental.analyzer
 96         3         7        25         0 org.gradle.api.internal.tasks.compile.incremental.cache
 97         9        37       188         0 org.gradle.api.internal.tasks.compile.incremental.deps
 98        21        58       408         2 org.gradle.api.internal.tasks.compile.incremental.jar
 99         1         4        15         0 org.gradle.api.internal.tasks.compile.incremental.recomp
100        10        22       239         9 org.gradle.api.internal.tasks.execution
101         9        57       315         3 org.gradle.api.internal.tasks.options
102        11        45       261         2 org.gradle.api.internal.tasks.scala
103         1         1        65         0 org.gradle.api.internal.tasks.scala.jdk6
104        21        70       257        14 org.gradle.api.internal.tasks.testing
105         9        38       310         7 org.gradle.api.internal.tasks.testing.detection
106         2         7        52         0 org.gradle.api.internal.tasks.testing.filter
107        14        69       522         2 org.gradle.api.internal.tasks.testing.junit
108        13        92       599         4 org.gradle.api.internal.tasks.testing.junit.report
109        13        88       742         4 org.gradle.api.internal.tasks.testing.junit.result
110        12       117       518         2 org.gradle.api.internal.tasks.testing.logging
111         4        17       152         2 org.gradle.api.internal.tasks.testing.processors
112         6        40       198         0 org.gradle.api.internal.tasks.testing.results
113        10        62       437         6 org.gradle.api.internal.tasks.testing.testng
114         5        18       293         4 org.gradle.api.internal.tasks.testing.worker
115         1        23        36        24 org.gradle.api.invocation
116         5        21        41        24 org.gradle.api.java.archives
117         4        57       288         0 org.gradle.api.java.archives.internal
118         6        55       266        32 org.gradle.api.logging
119        24       120      1046        70 org.gradle.api.plugins
120         1         1         4         1 org.gradle.api.plugins.announce
121         2         3        10         2 org.gradle.api.plugins.announce.internal
122         3        17       122        13 org.gradle.api.plugins.antlr
123         8        51       302        20 org.gradle.api.plugins.antlr.internal
124        14        35       194        15 org.gradle.api.plugins.buildcomparison.compare.internal
125         2        23       121        18 org.gradle.api.plugins.buildcomparison.gradle
126         5        39       345         1 org.gradle.api.plugins.buildcomparison.gradle.internal
127         9        19        88         7 org.gradle.api.plugins.buildcomparison.outcome.internal
128         3        11        95         2 org.gradle.api.plugins.buildcomparison.outcome.internal.archive
129         4        18       113         0 org.gradle.api.plugins.buildcomparison.outcome.internal.archive.entry
130         6        27       166         0 org.gradle.api.plugins.buildcomparison.outcome.internal.tooling
131         3         5        21         1 org.gradle.api.plugins.buildcomparison.outcome.internal.unknown
132         7        15        56         3 org.gradle.api.plugins.buildcomparison.render.internal
133         1        10        31         0 org.gradle.api.plugins.buildcomparison.render.internal.html
134         1         1         6         0 org.gradle.api.plugins.internal
135         7       112       697        35 org.gradle.api.plugins.jetty
136         7        49       315        15 org.gradle.api.plugins.jetty.internal
137         2        27        63        27 org.gradle.api.plugins.osgi
138         7        17        70        20 org.gradle.api.plugins.quality
139         5        18        88         0 org.gradle.api.plugins.quality.internal
140         9        44       287         0 org.gradle.api.plugins.quality.internal.findbugs
141        23       140       700         4 org.gradle.api.publication.maven.internal
142        15        91       485         2 org.gradle.api.publication.maven.internal.ant
143         3         4        19         7 org.gradle.api.publish
144         7        22       127         1 org.gradle.api.publish.internal
145         9        46        97        52 org.gradle.api.publish.ivy
146         1         3        18         0 org.gradle.api.publish.ivy.internal
147         3        22       166         0 org.gradle.api.publish.ivy.internal.artifact
148         3         9        39         0 org.gradle.api.publish.ivy.internal.dependency
149         8        65       254         0 org.gradle.api.publish.ivy.internal.publication
150         7        42       286         0 org.gradle.api.publish.ivy.internal.publisher
151         1         2        89         2 org.gradle.api.publish.ivy.plugins
152         2        18       112         9 org.gradle.api.publish.ivy.tasks
153         6        30        67        33 org.gradle.api.publish.maven
154         3        15       138         0 org.gradle.api.publish.maven.internal.artifact
155         2        10        40         0 org.gradle.api.publish.maven.internal.dependencies
156         5        49       185         0 org.gradle.api.publish.maven.internal.publication
157         9        40       276         1 org.gradle.api.publish.maven.internal.publisher
158         1         8        65         0 org.gradle.api.publish.maven.internal.tasks
159         1         2       107         2 org.gradle.api.publish.maven.plugins
160         3        20       127        10 org.gradle.api.publish.maven.tasks
161         1         2        48         2 org.gradle.api.publish.plugins
162         9        27       141        30 org.gradle.api.reporting
163         1         4        50         1 org.gradle.api.reporting.components
164         4        11       160         0 org.gradle.api.reporting.components.internal
165         2         9        50         5 org.gradle.api.reporting.dependencies
166         4        11       161         1 org.gradle.api.reporting.dependencies.internal
167         8        33       226         0 org.gradle.api.reporting.internal
168         1         1        34         1 org.gradle.api.reporting.plugins
169         7        22        53        25 org.gradle.api.resources
170         2         2        16         0 org.gradle.api.services
171         6        25       111         6 org.gradle.api.specs
172         1         2        11         0 org.gradle.api.specs.internal
173        31       289       938       271 org.gradle.api.tasks
174         1         7        28         7 org.gradle.api.tasks.ant
175         6        39       191        26 org.gradle.api.tasks.bundling
176         1         1         5         0 org.gradle.api.tasks.bundling.internal
177        11       129       521       107 org.gradle.api.tasks.compile
178         5        30       205        13 org.gradle.api.tasks.diagnostics
179        11        53       347        20 org.gradle.api.tasks.diagnostics.internal
180         1         8        55         1 org.gradle.api.tasks.diagnostics.internal.dependencies
181         2         7        42         0 org.gradle.api.tasks.diagnostics.internal.dsl
182         1         1        13         0 org.gradle.api.tasks.diagnostics.internal.graph
183        12        68       258         3 org.gradle.api.tasks.diagnostics.internal.graph.nodes
184         1         1       103         2 org.gradle.api.tasks.diagnostics.internal.insight
185         2         9        51         0 org.gradle.api.tasks.diagnostics.internal.text
186         2         7        17         9 org.gradle.api.tasks.incremental
187         3        53       275        47 org.gradle.api.tasks.javadoc
188         2        12        59         0 org.gradle.api.tasks.javadoc.internal
189         6        90       361        56 org.gradle.api.tasks.scala
190        11       140       524       128 org.gradle.api.tasks.testing
191         0         0         1         0 org.gradle.api.tasks.testing.junit
192         5        41        55        43 org.gradle.api.tasks.testing.logging
193         0         0         1         0 org.gradle.api.tasks.testing.testng
194         2        38       158        14 org.gradle.api.tasks.util
195         1         7        49         1 org.gradle.api.tasks.util.internal
196         1        22       110        16 org.gradle.api.tasks.wrapper
197         1         1         4         0 org.gradle.apiImpl
198        13        23       202         1 org.gradle.buildinit.plugins.internal
199         3         7        85         0 org.gradle.buildinit.plugins.internal.maven
200         2         1         7         0 org.gradle.buildsrc
201        10        38        96        31 org.gradle.cache
202        30       128      1119        25 org.gradle.cache.internal
203        11       110       994         7 org.gradle.cache.internal.btree
204         3        18        71         0 org.gradle.cache.internal.cacheops
205        11        56       286        12 org.gradle.cache.internal.filelock
206         2        13        97         0 org.gradle.cache.internal.locklistener
207        10        55       453        10 org.gradle.cli
208        12        35       402         1 org.gradle.configuration
209        11        22       146         6 org.gradle.configuration.project
210        19        43       358        17 org.gradle.execution
211         3         7        86         0 org.gradle.execution.commandline
212        10       101       703         6 org.gradle.execution.taskgraph
213         3         9        70         2 org.gradle.execution.taskpath
214         8       278       689         7 org.gradle.external.javadoc
215        16        78       351         6 org.gradle.external.javadoc.internal
216         5        44       238        17 org.gradle.foundation
217         3        59       243        35 org.gradle.foundation.common
218         6        47       319        37 org.gradle.foundation.ipc.basic
219        10        62       542        64 org.gradle.foundation.ipc.gradle
220         4        35       224        19 org.gradle.foundation.output
221         5        31       171        16 org.gradle.foundation.output.definitions
222         1         4        38         7 org.gradle.foundation.queue
223         3        14       114         5 org.gradle.foundation.visitors
224         5        58       482        42 org.gradle.gradleplugin.foundation
225         3        45       283        26 org.gradle.gradleplugin.foundation.favorites
226         4        51       221        21 org.gradle.gradleplugin.foundation.filters
227         4        25       116        16 org.gradle.gradleplugin.foundation.request
228         2        18       144         5 org.gradle.gradleplugin.foundation.search
229         3        49       167        19 org.gradle.gradleplugin.foundation.settings
230         1         3         6         3 org.gradle.gradleplugin.userinterface
231         6        42       437        30 org.gradle.gradleplugin.userinterface.swing.common
232        15       231      1767       139 org.gradle.gradleplugin.userinterface.swing.generic
233         2        27       256        10 org.gradle.gradleplugin.userinterface.swing.generic.filter
234         5        88       873        58 org.gradle.gradleplugin.userinterface.swing.generic.tabs
235         2        17       167        18 org.gradle.gradleplugin.userinterface.swing.standalone
236        16        90       360        18 org.gradle.groovy.scripts
237        24       131       924         4 org.gradle.groovy.scripts.internal
238         7        15        49        22 org.gradle.ide.visualstudio
239         6        24       141         0 org.gradle.ide.visualstudio.internal
240         1         1        88         2 org.gradle.ide.visualstudio.plugins
241         2         8        58         0 org.gradle.ide.visualstudio.tasks.internal
242        59       229      1373        52 org.gradle.initialization
243         3         8       116         0 org.gradle.initialization.buildsrc
244         3        12        60         4 org.gradle.initialization.layout
245        11        65       595        25 org.gradle.integtests.fixtures
246        23       287      1519        83 org.gradle.integtests.fixtures.executer
247         6        19       205         5 org.gradle.integtests.fixtures.jvm
248         2         9        66         1 org.gradle.integtests.fixtures.versions
249        15        53       338        30 org.gradle.internal
250        11        61       439        12 org.gradle.internal.classloader
251         2        21        80         2 org.gradle.internal.classpath
252        18       108       452        14 org.gradle.internal.component.external.model
253        12        54       278         4 org.gradle.internal.component.local.model
254        12        91       375        26 org.gradle.internal.component.model
255         9        22       221        10 org.gradle.internal.concurrent
256         1         1         3         0 org.gradle.internal.environment
257         4        23       147         8 org.gradle.internal.exceptions
258         5        18       126         3 org.gradle.internal.featurelifecycle
259         7        22       233        11 org.gradle.internal.graph
260         2        18        87         0 org.gradle.internal.hash
261         1         3        12         1 org.gradle.internal.html
262         5         6        51         2 org.gradle.internal.id
263         4        14        52         2 org.gradle.internal.io
264         1         4        22         0 org.gradle.internal.jacoco
265         5        33       199        23 org.gradle.internal.jvm
266         4        17        58        14 org.gradle.internal.nativeintegration
267         8        19        88         4 org.gradle.internal.nativeintegration.console
268         8        11        37         5 org.gradle.internal.nativeintegration.filesystem
269         3         6        77         0 org.gradle.internal.nativeintegration.filesystem.jdk7
270        11        31       221         0 org.gradle.internal.nativeintegration.filesystem.services
271         2        12        59         1 org.gradle.internal.nativeintegration.jna
272         2        17        63         0 org.gradle.internal.nativeintegration.processenvironment
273         2        14       105         2 org.gradle.internal.nativeintegration.services
274         1         0         2         1 org.gradle.internal.nativeplatform.filesystem
275         1        18       180         1 org.gradle.internal.os
276        10        44       226         0 org.gradle.internal.progress
277         9        39       303        11 org.gradle.internal.reflect
278         4        29       135         2 org.gradle.internal.resolve
279         5         7        35         8 org.gradle.internal.resolve.resolver
280        21       125       425        35 org.gradle.internal.resolve.result
281        15        97       458        26 org.gradle.internal.resource
282        10        40       159        16 org.gradle.internal.resource.cached
283         3        20       140         0 org.gradle.internal.resource.cached.ivy
284        15        69       321         5 org.gradle.internal.resource.local
285         2         6       114         0 org.gradle.internal.resource.local.ivy
286         3        14        71         3 org.gradle.internal.resource.metadata
287         9        23       292         5 org.gradle.internal.resource.transfer
288         3        16        83         4 org.gradle.internal.resource.transport
289         2        10        82         0 org.gradle.internal.resource.transport.file
290        14        76       581         3 org.gradle.internal.resource.transport.http
291         2        11        77         0 org.gradle.internal.resource.transport.http.ntlm
292         9        38       320         0 org.gradle.internal.resource.transport.sftp
293        10        35       187         2 org.gradle.internal.rules
294         9        55       691        18 org.gradle.internal.service
295        10       110       541        11 org.gradle.internal.service.scopes
296         1         6        85         0 org.gradle.internal.text
297        23        81       445        18 org.gradle.internal.typeconversion
298         4        54       523         2 org.gradle.internal.xml
299         1        35       141         0 org.gradle.invocation
300         4         3        18         0 org.gradle.junit
301        12        14        71        25 org.gradle.jvm
302         5        38       146         0 org.gradle.jvm.internal
303         4         8        82         0 org.gradle.jvm.internal.configure
304         1         3        13         0 org.gradle.jvm.internal.plugins
305         1         0         5         0 org.gradle.jvm.internal.toolchain
306         1         2         8         1 org.gradle.jvm.platform
307         1         8        25         1 org.gradle.jvm.platform.internal
308         1         1        97         2 org.gradle.jvm.plugins
309         2         0        12         2 org.gradle.jvm.toolchain
310         1         2        11         0 org.gradle.jvm.toolchain.internal
311         1         3         9         4 org.gradle.language
312         1         0         5         1 org.gradle.language.assembler
313         2         5        27         0 org.gradle.language.assembler.internal
314         2         2        41         2 org.gradle.language.assembler.plugins
315         1         4        30         0 org.gradle.language.assembler.plugins.internal
316         1        13        57         6 org.gradle.language.assembler.tasks
317         3         4        24         5 org.gradle.language.base
318         1         0         5         1 org.gradle.language.base.artifact
319        10        35       152        11 org.gradle.language.base.internal
320         3         2         9         0 org.gradle.language.base.internal.compile
321         2         6        54         0 org.gradle.language.base.internal.plugins
322         2         8        30         0 org.gradle.language.base.internal.tasks
323         3        11       160         5 org.gradle.language.base.plugins
324         1         0         7         1 org.gradle.language.c
325         2         1        14         0 org.gradle.language.c.internal
326         2         2        42         2 org.gradle.language.c.plugins
327         1         1         9         1 org.gradle.language.c.tasks
328         1         0         7         1 org.gradle.language.cpp
329         2         1        13         0 org.gradle.language.cpp.internal
330         2         2        42         2 org.gradle.language.cpp.plugins
331         1         1         9         1 org.gradle.language.cpp.tasks
332         1         1         8         1 org.gradle.language.java
333         1         0         5         1 org.gradle.language.java.artifact
334         3        10        82         0 org.gradle.language.java.internal
335         1         1        62         1 org.gradle.language.java.plugins
336         1         2        12         1 org.gradle.language.java.tasks
337         1         0         6         1 org.gradle.language.jvm
338         2         5        28         0 org.gradle.language.jvm.internal
339         1         1        47         1 org.gradle.language.jvm.plugins
340         1         1        12         1 org.gradle.language.jvm.tasks
341         3         5        21         8 org.gradle.language.nativeplatform
342         6        37       188         2 org.gradle.language.nativeplatform.internal
343        15        56       418         0 org.gradle.language.nativeplatform.internal.incremental
344         3         9       123         3 org.gradle.language.nativeplatform.internal.incremental.sourceparser
345         1         3         9         0 org.gradle.language.nativeplatform.internal.registry
346         1        21        82        11 org.gradle.language.nativeplatform.tasks
347         1         0         7         1 org.gradle.language.objectivec
348         2         1        14         0 org.gradle.language.objectivec.internal
349         2         2        42         2 org.gradle.language.objectivec.plugins
350         1         1         9         1 org.gradle.language.objectivec.tasks
351         1         0         7         1 org.gradle.language.objectivecpp
352         2         1        14         0 org.gradle.language.objectivecpp.internal
353         2         2        42         2 org.gradle.language.objectivecpp.plugins
354         1         1         9         1 org.gradle.language.objectivecpp.tasks
355         1         0         7         1 org.gradle.language.rc
356         2         1        13         0 org.gradle.language.rc.internal
357         2         2        47         2 org.gradle.language.rc.plugins
358         1         4        43         0 org.gradle.language.rc.plugins.internal
359         1        18        77        10 org.gradle.language.rc.tasks
360         2         4        17         1 org.gradle.launcher
361         5        11        72         5 org.gradle.launcher.bootstrap
362         9        33       373         4 org.gradle.launcher.cli
363         4         8       106         0 org.gradle.launcher.cli.converter
364         1         1        17         0 org.gradle.launcher.daemon
365         6        20       261         1 org.gradle.launcher.daemon.bootstrap
366        27        94       847        27 org.gradle.launcher.daemon.client
367         6        37       164         1 org.gradle.launcher.daemon.configuration
368         5        41       129        11 org.gradle.launcher.daemon.context
369         2        14        52         3 org.gradle.launcher.daemon.diagnostics
370         1         0        18         0 org.gradle.launcher.daemon.logging
371        17        27       110         9 org.gradle.launcher.daemon.protocol
372         7        46       254         9 org.gradle.launcher.daemon.registry
373        10        68       863        15 org.gradle.launcher.daemon.server
374        23        57       399        36 org.gradle.launcher.daemon.server.exec
375         5        16       111         1 org.gradle.launcher.exec
376         9        54       293        20 org.gradle.listener
377        11        58       147        42 org.gradle.logging
378        53       228      1599        36 org.gradle.logging.internal
379         2         6       116         2 org.gradle.logging.internal.logback
380         2         7        43         0 org.gradle.logging.internal.progress
381         2         4        13         4 org.gradle.messaging.actor
382         1         6        83         2 org.gradle.messaging.actor.internal
383        15        58       480        21 org.gradle.messaging.dispatch
384         6        13        30        14 org.gradle.messaging.remote
385        40       152      1677        31 org.gradle.messaging.remote.internal
386        12        44       567        12 org.gradle.messaging.remote.internal.hub
387         8        25        81         0 org.gradle.messaging.remote.internal.hub.protocol
388         4        16       150         0 org.gradle.messaging.remote.internal.hub.queue
389         9        49       551         7 org.gradle.messaging.remote.internal.inet
390        32       108       581         4 org.gradle.messaging.remote.internal.protocol
391        20        94       413        28 org.gradle.messaging.serialize
392         5        38       172         3 org.gradle.messaging.serialize.kryo
393         4         7        78         3 org.gradle.model
394         2         8        50         1 org.gradle.model.collection
395         1         6        61         0 org.gradle.model.collection.internal
396         3        17       150         0 org.gradle.model.dsl.internal
397         2         4        25         0 org.gradle.model.dsl.internal.inputs
398         9        45       324         0 org.gradle.model.dsl.internal.spike
399         5        23       276         1 org.gradle.model.dsl.internal.transform
400         1         3         6         0 org.gradle.model.entity.internal
401        22       145       677         3 org.gradle.model.internal.core
402         6        15        99         1 org.gradle.model.internal.core.rule.describe
403        12        43       320         2 org.gradle.model.internal.inspect
404        12        73       503         1 org.gradle.model.internal.registry
405         2         8       107         0 org.gradle.model.internal.report
406         3        20       142         0 org.gradle.model.internal.report.unbound
407        31        61       201        88 org.gradle.nativeplatform
408        32       160       702         2 org.gradle.nativeplatform.internal
409         6        19       162         0 org.gradle.nativeplatform.internal.configure
410         8        41       233         0 org.gradle.nativeplatform.internal.prebuilt
411        18        50       385         1 org.gradle.nativeplatform.internal.resolve
412         3        12        28        15 org.gradle.nativeplatform.platform
413         8        47       216         0 org.gradle.nativeplatform.platform.internal
414         1         2       141         2 org.gradle.nativeplatform.plugins
415         1         1         6         2 org.gradle.nativeplatform.tasks
416         3         4        21         7 org.gradle.nativeplatform.test
417         2         0         9         2 org.gradle.nativeplatform.test.cunit
418         2         4        26         0 org.gradle.nativeplatform.test.cunit.internal
419         1         1        93         2 org.gradle.nativeplatform.test.cunit.plugins
420         1         6        24         1 org.gradle.nativeplatform.test.cunit.tasks
421         3         6        34         0 org.gradle.nativeplatform.test.internal
422         1         1        48         2 org.gradle.nativeplatform.test.plugins
423         0         0         1         0 org.gradle.nativeplatform.test.tasks
424        11        27        75        38 org.gradle.nativeplatform.toolchain
425        19        95       436         5 org.gradle.nativeplatform.toolchain.internal
426         1         3        21         0 org.gradle.nativeplatform.toolchain.internal.clang
427         6         4        24         1 org.gradle.nativeplatform.toolchain.internal.compilespec
428        15        75       589         7 org.gradle.nativeplatform.toolchain.internal.gcc
429         4        15       178         2 org.gradle.nativeplatform.toolchain.internal.gcc.version
430        18        82       995         1 org.gradle.nativeplatform.toolchain.internal.msvcpp
431         1         1        11         1 org.gradle.nativeplatform.toolchain.internal.plugins
432         7        20       157         0 org.gradle.nativeplatform.toolchain.internal.tools
433         3         3        94         6 org.gradle.nativeplatform.toolchain.plugins
434         6        44        67        45 org.gradle.openapi.external.foundation
435         2        12        19        14 org.gradle.openapi.external.foundation.favorites
436         1        10        15         9 org.gradle.openapi.external.runner
437        11        69       103        46 org.gradle.openapi.external.ui
438         1         1         4         0 org.gradle.openapi.wrappers
439         6        64       245        25 org.gradle.openapi.wrappers.foundation
440         2        19        85         2 org.gradle.openapi.wrappers.foundation.favorites
441         1         1         7         1 org.gradle.openapi.wrappers.runner
442         9        85       286        40 org.gradle.openapi.wrappers.ui
443        24        24       143        42 org.gradle.platform.base
444         1        12        61         1 org.gradle.platform.base.binary
445         1        11        64         1 org.gradle.platform.base.component
446        12        46       220         3 org.gradle.platform.base.internal
447        10        32       474         0 org.gradle.platform.base.internal.registry
448         2         6        37         0 org.gradle.platform.base.internal.rules
449         6        18        91         3 org.gradle.platform.base.internal.toolchain
450         2         1        11         3 org.gradle.platform.base.test
451         1         3        86         4 org.gradle.plugin.devel.plugins
452         2        15        62         0 org.gradle.plugin.internal
453         2         2        10         4 org.gradle.plugin.use
454        10        39       454         1 org.gradle.plugin.use.internal
455        10        24       147         7 org.gradle.plugin.use.resolve.internal
456        10        50       616         5 org.gradle.plugin.use.resolve.service.internal
457         1         7       100         1 org.gradle.plugins.ear
458         4        43        60        32 org.gradle.plugins.ear.descriptor
459         3        15        75         7 org.gradle.plugins.ide.api
460         0         0         1         0 org.gradle.plugins.ide.eclipse
461         3        12        44         9 org.gradle.plugins.ide.eclipse.model
462         0         0         1         0 org.gradle.plugins.ide.idea
463         1         1         5         1 org.gradle.plugins.ide.idea.model
464         4        13       164         2 org.gradle.plugins.ide.idea.model.internal
465         1         7       104         0 org.gradle.plugins.ide.internal
466         3        10        27         2 org.gradle.plugins.ide.internal.generator.generator
467         2        17       115        17 org.gradle.plugins.ide.internal.resolver
468         7        27       134         1 org.gradle.plugins.ide.internal.resolver.model
469         1         1         7         0 org.gradle.plugins.ide.internal.resolver.translator
470         9        41       345         1 org.gradle.plugins.ide.internal.tooling
471         6        45       168         1 org.gradle.plugins.ide.internal.tooling.eclipse
472        10        90       315         0 org.gradle.plugins.ide.internal.tooling.idea
473         2         5        40         0 org.gradle.plugins.javascript.base
474         5        26        94         0 org.gradle.plugins.javascript.coffeescript
475         4        20        93         0 org.gradle.plugins.javascript.coffeescript.compile.internal
476         2         6        61         0 org.gradle.plugins.javascript.coffeescript.compile.internal.rhino
477         1         4        18         0 org.gradle.plugins.javascript.envjs
478         2        11        50         0 org.gradle.plugins.javascript.envjs.browser
479         2         5        11         0 org.gradle.plugins.javascript.envjs.http
480         2         6        49         0 org.gradle.plugins.javascript.envjs.http.simple
481         1         2        40         0 org.gradle.plugins.javascript.envjs.http.simple.internal
482         3         8        73         0 org.gradle.plugins.javascript.envjs.internal
483         2        15       110         0 org.gradle.plugins.javascript.jshint
484         3        11        61         0 org.gradle.plugins.javascript.jshint.internal
485         2        20        75         0 org.gradle.plugins.javascript.rhino
486         5        16       120         0 org.gradle.plugins.javascript.rhino.worker
487         6        13       146         0 org.gradle.plugins.javascript.rhino.worker.internal
488         6        64        89        70 org.gradle.process
489        26       245      1222        14 org.gradle.process.internal
490        11        28       425        10 org.gradle.process.internal.child
491         2         4        33         2 org.gradle.process.internal.launcher
492         1         3        19         0 org.gradle.process.internal.shutdown
493         4        14        88         0 org.gradle.process.internal.streams
494        10        69       389        28 org.gradle.profile
495         8        21       209         5 org.gradle.reporting
496        17        19       223         0 org.gradle.sample
497         2         4         8         0 org.gradle.sample.api
498         2        12        38         0 org.gradle.sample.apiImpl
499         1         1         4         0 org.gradle.sample.impl
500         3         6        34         4 org.gradle.sample.plugin
501         2         2        16         0 org.gradle.sample.services
502         2         2         8         0 org.gradle.sample.shared
503         1         1         6         0 org.gradle.services.shared
504         4         7        38         0 org.gradle.shared
505         3        14        53        11 org.gradle.sonar.runner
506         1        13       196         1 org.gradle.sonar.runner.plugins
