project_id,bug_id,class,method,ncss_class,ncss_method,ccn
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.drawItemLabel(Graphics2D,PlotOrientation,CategoryDataset,int,int,boolean,double,double,boolean)",586,15,3
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.drawAnnotations(Graphics2D,Rectangle2D,CategoryAxis,ValueAxis,Layer,PlotRenderingInfo)",586,12,5
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.clone(),586,33,16
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.getDomainAxis(CategoryPlot,CategoryDataset)",586,3,1
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.getRangeAxis(CategoryPlot,int)",586,5,2
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.getLegendItems(),586,22,12
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.addEntity(EntityCollection,Shape,CategoryDataset,int,int,boolean)",586,4,3
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.addEntity(EntityCollection,Shape,CategoryDataset,int,int,boolean,double,double)",586,21,7
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.createHotSpotShape(Graphics2D,Rectangle2D,CategoryPlot,CategoryAxis,ValueAxis,CategoryDataset,int,int,boolean,CategoryItemRendererState)",586,2,2
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.createHotSpotBounds(Graphics2D,Rectangle2D,CategoryPlot,CategoryAxis,ValueAxis,CategoryDataset,int,int,boolean,CategoryItemRendererState,Rectangle2D)",586,11,4
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.hitTest(double,double,Graphics2D,Rectangle2D,CategoryPlot,CategoryAxis,ValueAxis,CategoryDataset,int,int,boolean,CategoryItemRendererState)",586,5,3
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.DatasetUtilities(),864,1,1
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.calculatePieDatasetTotal(PieDataset),864,16,7
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createPieDatasetForRow(CategoryDataset,Comparable)",864,3,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createPieDatasetForRow(CategoryDataset,int)",864,7,2
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createPieDatasetForColumn(CategoryDataset,Comparable)",864,3,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createPieDatasetForColumn(CategoryDataset,int)",864,7,2
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createConsolidatedPieDataset(PieDataset,Comparable,double)",864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createConsolidatedPieDataset(PieDataset,Comparable,double,int)",864,26,9
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createCategoryDataset(String,String,String[][])",864,8,3
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createCategoryDataset(String,String,Number[][])",864,8,3
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createCategoryDataset(Comparable[],Comparable[],Comparable[][][])",864,23,16
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.createCategoryDataset(Comparable,KeyedValues)",864,9,6
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.sampleFunction2D(Function2D,double,double,int,Comparable)",864,4,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.sampleFunction2DToSeries(Function2D,double,double,int,Comparable)",864,15,10
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.isEmptyOrNull(PieDataset),864,13,9
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.isEmptyOrNull(CategoryDataset),864,12,10
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.isEmptyOrNull(XYDataset),864,6,5
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findDomainBounds(XYDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findDomainBounds(XYDataset,boolean)",864,10,4
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findDomainBounds(XYDataset,List,boolean)",864,10,4
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.iterateDomainBounds(XYDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.iterateDomainBounds(XYDataset,boolean)",864,32,14
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findRangeBounds(CategoryDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findRangeBounds(CategoryDataset,boolean)",864,10,4
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findRangeBounds(CategoryDataset,List,boolean)",864,10,4
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findRangeBounds(XYDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findRangeBounds(XYDataset,boolean)",864,10,4
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findRangeBounds(XYDataset,List,Range,boolean)",864,10,4
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.iterateCategoryRangeBounds(CategoryDataset,boolean)",864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.iterateRangeBounds(CategoryDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.iterateRangeBounds(CategoryDataset,boolean)",864,36,17
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.iterateToFindRangeBounds(CategoryDataset,List,boolean)",864,94,42
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.iterateXYRangeBounds(XYDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.iterateRangeBounds(XYDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.iterateRangeBounds(XYDataset,boolean)",864,39,18
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.iterateToFindDomainBounds(XYDataset,List,boolean)",864,36,16
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.iterateToFindRangeBounds(XYDataset,List,Range,boolean)",864,76,34
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findMinimumDomainValue(XYDataset),864,26,10
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findMaximumDomainValue(XYDataset),864,26,10
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findMinimumRangeValue(CategoryDataset),864,24,11
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findMinimumRangeValue(XYDataset),864,28,12
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findMaximumRangeValue(CategoryDataset),864,24,11
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findMaximumRangeValue(XYDataset),864,28,12
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findStackedRangeBounds(CategoryDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findStackedRangeBounds(CategoryDataset,double)",864,24,9
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findStackedRangeBounds(CategoryDataset,KeyToGroupMap)",864,32,12
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findMinimumStackedRangeValue(CategoryDataset),864,21,8
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findMaximumStackedRangeValue(CategoryDataset),864,21,8
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findStackedRangeBounds(TableXYDataset),864,2,1
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.findStackedRangeBounds(TableXYDataset,double)",864,24,11
Chart,2,org.jfree.data.general.DatasetUtilities,"org.jfree.data.general.DatasetUtilities.calculateStackTotal(TableXYDataset,int)",864,8,3
Chart,2,org.jfree.data.general.DatasetUtilities,org.jfree.data.general.DatasetUtilities.findCumulativeRangeBounds(CategoryDataset),864,21,9
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.TimeSeries(Comparable),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.TimeSeries(Comparable,String,String)",423,10,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getDomainDescription(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.setDomainDescription(String),423,4,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getRangeDescription(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.setRangeDescription(String),423,4,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getItemCount(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getItems(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getMaximumItemCount(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.setMaximumItemCount(int),423,7,4
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getMaximumItemAge(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.setMaximumItemAge(long),423,5,3
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getMinY(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getMaxY(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getTimePeriodClass(),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getDataItem(int),423,3,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getDataItem(RegularTimePeriod),423,6,3
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getRawDataItem(int),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getRawDataItem(RegularTimePeriod),423,6,3
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getTimePeriod(int),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getNextTimePeriod(),423,3,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getTimePeriods(),423,5,2
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getTimePeriodsUniqueToOtherSeries(TimeSeries),423,8,3
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getIndex(RegularTimePeriod),423,5,3
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getValue(int),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.getValue(RegularTimePeriod),423,6,3
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.add(TimeSeriesDataItem),423,2,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.add(TimeSeriesDataItem,boolean)",423,49,13
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.add(RegularTimePeriod,double)",423,2,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.add(RegularTimePeriod,double,boolean)",423,3,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.add(RegularTimePeriod,Number)",423,2,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.add(RegularTimePeriod,Number,boolean)",423,3,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.update(RegularTimePeriod,Number)",423,6,3
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.update(int,Number)",423,17,6
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.addAndOrUpdate(TimeSeries),423,8,3
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.addOrUpdate(RegularTimePeriod,double)",423,2,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.addOrUpdate(RegularTimePeriod,Number)",423,2,1
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.addOrUpdate(TimeSeriesDataItem),423,38,13
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.removeAgedItems(boolean),423,11,5
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.removeAgedItems(long,boolean)",423,21,10
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.clear(),423,7,2
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.delete(RegularTimePeriod),423,8,3
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.delete(int,int)",423,2,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.delete(int,int,boolean)",423,10,6
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.clone(),423,4,1
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.createCopy(int,int)",423,15,8
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.createCopy(RegularTimePeriod,RegularTimePeriod)",423,25,14
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.equals(Object),423,22,19
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.hashCode(),423,18,7
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.updateBoundsForAddedItem(TimeSeriesDataItem),423,6,2
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.updateBoundsForRemovedItem(TimeSeriesDataItem),423,7,5
Chart,3,org.jfree.data.time.TimeSeries,org.jfree.data.time.TimeSeries.findBoundsByIteration(),423,7,2
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.minIgnoreNaN(double,double)",423,8,5
Chart,3,org.jfree.data.time.TimeSeries,"org.jfree.data.time.TimeSeries.maxIgnoreNaN(double,double)",423,8,5
Chart,4,org.jfree.chart.plot.XYPlot,org.jfree.chart.plot.XYPlot.XYPlot(),1917,2,1
Chart,4,org.jfree.chart.plot.XYPlot,"org.jfree.chart.plot.XYPlot.XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer)",1917,65,5
Chart,4,org.jfree.chart.plot.XYPlot,org.jfree.chart.plot.XYPlot.getPlotType(),1917,2,1
Chart,4,org.jfree.chart.plot.XYPlot,org.jfree.chart.plot.XYPlot.getOrientation(),1917,2,1
Chart,4,org.jfree.chart.plot.XYPlot,org.jfree.chart.plot.XYPlot.setOrientation(PlotOrientation),1917,6,4
