target_class,project_id,bug_id
org.apache.commons.collections4.map.MultiValueMap,Collections,27
org.apache.commons.collections4.keyvalue.MultiKey,Collections,26
org.apache.commons.collections4.IteratorUtils,Collections,25
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,Compress,47
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp,Compress,46
org.apache.commons.compress.archivers.tar.TarUtils,Compress,45
org.apache.commons.compress.utils.ChecksumCalculatingInputStream,Compress,44
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream,Compress,43
org.apache.commons.compress.archivers.zip.UnixStat,Compress,42
org.apache.commons.compress.archivers.zip.ZipArchiveEntry,Compress,42
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,Compress,41
org.apache.commons.compress.utils.BitInputStream,Compress,40
org.apache.commons.compress.utils.ArchiveUtils,Compress,39
org.apache.commons.compress.archivers.tar.TarArchiveEntry,Compress,38
org.apache.commons.csv.CSVParser,Csv,16
org.apache.commons.csv.CSVFormat,Csv,15
org.apache.commons.csv.CSVFormat,Csv,14
org.apache.commons.csv.CSVFormat,Csv,13
org.apache.commons.csv.CSVPrinter,Csv,13
org.apache.commons.csv.CSVFormat,Csv,12
org.apache.commons.csv.CSVParser,Csv,11
org.apache.commons.csv.CSVPrinter,Csv,10
org.apache.commons.csv.CSVRecord,Csv,9
org.apache.commons.csv.CSVFormat,Csv,8
org.apache.commons.csv.CSVParser,Csv,7
com.google.gson.internal.$Gson$Types,Gson,18
com.google.gson.DefaultDateTypeAdapter,Gson,17
com.google.gson.internal.$Gson$Types,Gson,16
com.google.gson.stream.JsonWriter,Gson,15
com.google.gson.internal.$Gson$Types,Gson,14
com.google.gson.stream.JsonReader,Gson,13
com.google.gson.internal.bind.JsonTreeReader,Gson,12
com.google.gson.internal.bind.TypeAdapters,Gson,11
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,Gson,10
com.google.gson.internal.bind.JsonTreeWriter,Gson,9
com.google.gson.internal.bind.TypeAdapters,Gson,9
com.google.gson.stream.JsonWriter,Gson,9
com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,JacksonCore,26
com.fasterxml.jackson.core.json.ReaderBasedJsonParser,JacksonCore,25
com.fasterxml.jackson.core.base.ParserBase,JacksonCore,24
com.fasterxml.jackson.core.base.ParserMinimalBase,JacksonCore,24
com.fasterxml.jackson.core.util.DefaultPrettyPrinter,JacksonCore,23
com.fasterxml.jackson.core.filter.FilteringParserDelegate,JacksonCore,22
com.fasterxml.jackson.core.filter.FilteringParserDelegate,JacksonCore,21
com.fasterxml.jackson.core.JsonGenerator,JacksonCore,20
com.fasterxml.jackson.core.json.ReaderBasedJsonParser,JacksonCore,19
com.fasterxml.jackson.core.json.UTF8StreamJsonParser,JacksonCore,19
com.fasterxml.jackson.core.base.GeneratorBase,JacksonCore,18
com.fasterxml.jackson.core.json.UTF8JsonGenerator,JacksonCore,18
com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,JacksonCore,18
com.fasterxml.jackson.core.json.UTF8JsonGenerator,JacksonCore,17
com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,JacksonDatabind,112
com.fasterxml.jackson.databind.deser.CreatorProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.FieldProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.MethodProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.SetterlessProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers,JacksonDatabind,110
com.fasterxml.jackson.databind.ser.std.NumberSerializer,JacksonDatabind,109
com.fasterxml.jackson.databind.ser.std.NumberSerializers,JacksonDatabind,109
