target_class,project_id,bug_id
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,Compress,47
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp,Compress,46
org.apache.commons.compress.archivers.tar.TarUtils,Compress,45
org.apache.commons.compress.utils.ChecksumCalculatingInputStream,Compress,44
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream,Compress,43
org.apache.commons.compress.archivers.zip.ZipArchiveEntry,Compress,42
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,Compress,41
org.apache.commons.compress.utils.BitInputStream,Compress,40
org.apache.commons.compress.utils.ArchiveUtils,Compress,39
org.apache.commons.compress.archivers.tar.TarArchiveEntry,Compress,38
org.apache.commons.csv.CSVParser,Csv,16
org.apache.commons.csv.CSVFormat,Csv,15
org.apache.commons.csv.CSVFormat,Csv,14
org.apache.commons.csv.CSVFormat,Csv,13
org.apache.commons.csv.CSVPrinter,Csv,13
org.apache.commons.csv.CSVFormat,Csv,12
org.apache.commons.csv.CSVParser,Csv,11
org.apache.commons.csv.CSVPrinter,Csv,10
org.apache.commons.csv.CSVRecord,Csv,9
org.apache.commons.csv.CSVFormat,Csv,8
org.apache.commons.csv.CSVParser,Csv,7
com.google.gson.internal.$Gson$Types,Gson,18
com.google.gson.DefaultDateTypeAdapter,Gson,17
com.google.gson.internal.$Gson$Types,Gson,16
com.google.gson.stream.JsonWriter,Gson,15
com.google.gson.internal.$Gson$Types,Gson,14
com.google.gson.stream.JsonReader,Gson,13
com.google.gson.internal.bind.JsonTreeReader,Gson,12
com.google.gson.internal.bind.TypeAdapters,Gson,11
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,Gson,10
com.google.gson.internal.bind.JsonTreeWriter,Gson,9
com.google.gson.internal.bind.TypeAdapters,Gson,9
com.google.gson.stream.JsonWriter,Gson,9
com.fasterxml.jackson.core.json.ReaderBasedJsonParser,JacksonCore,25
com.fasterxml.jackson.core.base.ParserBase,JacksonCore,24
com.fasterxml.jackson.core.base.ParserMinimalBase,JacksonCore,24
com.fasterxml.jackson.core.util.DefaultPrettyPrinter,JacksonCore,23
com.fasterxml.jackson.core.filter.FilteringParserDelegate,JacksonCore,22
com.fasterxml.jackson.core.filter.FilteringParserDelegate,JacksonCore,21
com.fasterxml.jackson.core.JsonGenerator,JacksonCore,20
com.fasterxml.jackson.core.json.ReaderBasedJsonParser,JacksonCore,19
com.fasterxml.jackson.core.json.UTF8StreamJsonParser,JacksonCore,19
com.fasterxml.jackson.core.base.GeneratorBase,JacksonCore,18
com.fasterxml.jackson.core.json.UTF8JsonGenerator,JacksonCore,18
com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,JacksonCore,18
com.fasterxml.jackson.core.json.UTF8JsonGenerator,JacksonCore,17
com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,JacksonDatabind,112
com.fasterxml.jackson.databind.deser.CreatorProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.FieldProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.MethodProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.SetterlessProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers,JacksonDatabind,110
com.fasterxml.jackson.databind.ser.std.NumberSerializer,JacksonDatabind,109
com.fasterxml.jackson.databind.ser.std.NumberSerializers,JacksonDatabind,109
com.fasterxml.jackson.databind.ObjectReader,JacksonDatabind,108
com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase,JacksonDatabind,107
com.fasterxml.jackson.databind.node.TreeTraversingParser,JacksonDatabind,106
com.fasterxml.jackson.databind.deser.std.JdkDeserializers,JacksonDatabind,105
com.fasterxml.jackson.databind.util.StdDateFormat,JacksonDatabind,104
com.fasterxml.jackson.databind.DatabindContext,JacksonDatabind,103
com.fasterxml.jackson.databind.DeserializationContext,JacksonDatabind,103
com.fasterxml.jackson.databind.JsonMappingException,JacksonDatabind,103
com.fasterxml.jackson.databind.SerializerProvider,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.DeserializerCache,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.SettableAnyProperty,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.SettableBeanProperty,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdDeserializer,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdValueInstantiator,JacksonDatabind,103
com.fasterxml.jackson.databind.introspect.BasicBeanDescription,JacksonDatabind,103
com.fasterxml.jackson.databind.ser.DefaultSerializerProvider,JacksonDatabind,103
com.fasterxml.jackson.databind.ser.PropertyBuilder,JacksonDatabind,103
com.fasterxml.jackson.databind.util.ClassUtil,JacksonDatabind,103
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator,JacksonXml,6
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,JacksonXml,5
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,JacksonXml,4
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,JacksonXml,3
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream,JacksonXml,2
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,JacksonXml,1
org.jsoup.nodes.FormElement,Jsoup,93
org.jsoup.nodes.Attributes,Jsoup,92
org.jsoup.parser.HtmlTreeBuilder,Jsoup,92
org.jsoup.parser.ParseSettings,Jsoup,92
org.jsoup.parser.Token,Jsoup,92
org.jsoup.parser.XmlTreeBuilder,Jsoup,92
org.jsoup.UncheckedIOException,Jsoup,91
org.jsoup.parser.CharacterReader,Jsoup,91
org.jsoup.helper.HttpConnection,Jsoup,90
org.jsoup.nodes.Attribute,Jsoup,89
org.jsoup.nodes.Attribute,Jsoup,88
org.jsoup.nodes.Element,Jsoup,87
org.jsoup.parser.HtmlTreeBuilder,Jsoup,87
org.jsoup.parser.HtmlTreeBuilderState,Jsoup,87
org.jsoup.parser.Tag,Jsoup,87
org.jsoup.nodes.Comment,Jsoup,86
org.jsoup.nodes.Attribute,Jsoup,85
org.jsoup.helper.W3CDom,Jsoup,84
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,22
org.apache.commons.jxpath.ri.model.beans.PropertyPointer,JxPath,21
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,JxPath,20
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.axes.AttributeContext,JxPath,18
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.axes.UnionContext,JxPath,15
org.apache.commons.jxpath.ri.compiler.CoreFunction,JxPath,14
org.apache.commons.jxpath.ri.NamespaceResolver,JxPath,13
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,13
org.apache.commons.lang3.math.NumberUtils,Lang,1
org.apache.commons.lang3.math.NumberUtils,Lang,3
org.apache.commons.lang3.text.translate.LookupTranslator,Lang,4
org.apache.commons.lang3.LocaleUtils,Lang,5
org.apache.commons.lang3.text.translate.CharSequenceTranslator,Lang,6
org.apache.commons.lang3.math.NumberUtils,Lang,7
org.apache.commons.lang3.time.FastDatePrinter,Lang,8
org.apache.commons.lang3.time.FastDateParser,Lang,9
org.apache.commons.lang3.time.FastDateParser,Lang,10
org.apache.commons.lang3.RandomStringUtils,Lang,11
org.apache.commons.math3.fraction.BigFraction,Math,1
org.apache.commons.math3.fraction.Fraction,Math,1
org.apache.commons.math3.distribution.HypergeometricDistribution,Math,2
org.apache.commons.math3.util.MathArrays,Math,3
org.apache.commons.math3.geometry.euclidean.threed.SubLine,Math,4
org.apache.commons.math3.geometry.euclidean.twod.SubLine,Math,4
org.apache.commons.math3.complex.Complex,Math,5
org.apache.commons.math3.optim.BaseOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer,Math,6
org.apache.commons.math3.ode.AbstractIntegrator,Math,7
org.apache.commons.math3.distribution.DiscreteDistribution,Math,8
org.apache.commons.math3.geometry.euclidean.threed.Line,Math,9
org.apache.commons.math3.analysis.differentiation.DSCompiler,Math,10
org.mockito.internal.invocation.InvocationMatcher,Mockito,3
org.mockito.internal.invocation.InvocationMatcher,Mockito,1
org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,Mockito,18
org.mockito.internal.configuration.injection.filter.FinalMockCandidateFilter,Mockito,19
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter,Mockito,19
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter,Mockito,19
org.mockito.internal.configuration.injection.PropertyAndSetterInjection,Mockito,19
org.mockito.internal.util.Timer,Mockito,2
org.mockito.exceptions.Reporter,Mockito,4
org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker,Mockito,20
org.mockito.internal.verification.VerificationOverTimeImpl,Mockito,5
org.mockito.Matchers,Mockito,6
org.mockito.internal.util.reflection.GenericMetadataSupport,Mockito,7
org.joda.time.field.UnsupportedDurationField,Time,1
org.joda.time.Partial,Time,1
org.joda.time.field.UnsupportedDurationField,Time,2
org.joda.time.Partial,Time,2
org.joda.time.MutableDateTime,Time,3
org.joda.time.Partial,Time,4
org.joda.time.Period,Time,5
org.joda.time.chrono.GJChronology,Time,6
org.joda.time.format.DateTimeFormatter,Time,7
org.joda.time.DateTimeZone,Time,8
org.joda.time.DateTimeZone,Time,9
org.joda.time.base.BaseSingleFieldPeriod,Time,10
