target_class,project_id,bug_id
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,Compress,47
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp,Compress,46
org.apache.commons.compress.archivers.tar.TarUtils,Compress,45
org.apache.commons.compress.utils.ChecksumCalculatingInputStream,Compress,44
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream,Compress,43
org.apache.commons.compress.archivers.zip.ZipArchiveEntry,Compress,42
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,Compress,41
org.apache.commons.compress.utils.BitInputStream,Compress,40
org.apache.commons.compress.utils.ArchiveUtils,Compress,39
org.apache.commons.compress.archivers.tar.TarArchiveEntry,Compress,38
org.apache.commons.csv.CSVParser,Csv,16
org.apache.commons.csv.CSVFormat,Csv,15
org.apache.commons.csv.CSVFormat,Csv,14
org.apache.commons.csv.CSVFormat,Csv,13
org.apache.commons.csv.CSVPrinter,Csv,13
org.apache.commons.csv.CSVFormat,Csv,12
org.apache.commons.csv.CSVParser,Csv,11
org.apache.commons.csv.CSVPrinter,Csv,10
org.apache.commons.csv.CSVRecord,Csv,9
org.apache.commons.csv.CSVFormat,Csv,8
org.apache.commons.csv.CSVParser,Csv,7
com.google.gson.internal.$Gson$Types,Gson,18
com.google.gson.DefaultDateTypeAdapter,Gson,17
com.google.gson.internal.$Gson$Types,Gson,16
com.google.gson.stream.JsonWriter,Gson,15
com.google.gson.internal.$Gson$Types,Gson,14
com.google.gson.stream.JsonReader,Gson,13
com.google.gson.internal.bind.JsonTreeReader,Gson,12
com.google.gson.internal.bind.TypeAdapters,Gson,11
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,Gson,10
com.google.gson.internal.bind.JsonTreeWriter,Gson,9
com.google.gson.internal.bind.TypeAdapters,Gson,9
com.google.gson.stream.JsonWriter,Gson,9
com.fasterxml.jackson.core.json.ReaderBasedJsonParser,JacksonCore,25
com.fasterxml.jackson.core.base.ParserBase,JacksonCore,24
org.jsoup.helper.W3CDom,Jsoup,84
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,22
org.apache.commons.jxpath.ri.model.beans.PropertyPointer,JxPath,21
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,JxPath,20
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.axes.AttributeContext,JxPath,18
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.axes.UnionContext,JxPath,15
org.apache.commons.jxpath.ri.compiler.CoreFunction,JxPath,14
org.apache.commons.jxpath.ri.NamespaceResolver,JxPath,13
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,13
org.apache.commons.lang3.math.NumberUtils,Lang,1
org.apache.commons.lang3.math.NumberUtils,Lang,3
org.apache.commons.lang3.text.translate.LookupTranslator,Lang,4
org.apache.commons.lang3.LocaleUtils,Lang,5
org.apache.commons.lang3.text.translate.CharSequenceTranslator,Lang,6
org.apache.commons.lang3.math.NumberUtils,Lang,7
org.apache.commons.lang3.time.FastDatePrinter,Lang,8
org.apache.commons.lang3.time.FastDateParser,Lang,9
org.apache.commons.lang3.time.FastDateParser,Lang,10
org.apache.commons.lang3.RandomStringUtils,Lang,11
org.apache.commons.math3.fraction.BigFraction,Math,1
org.apache.commons.math3.fraction.Fraction,Math,1
